"UserId","Review Text","Rating","Time","Reviews Count","Followers Count","Photos Count"
"475458","Very limited menu for bar and food. Service is below average. In beers only KF avialble. For finger food orders they take more than 30 minutes.  Food quality is below average. ",2,"2019-05-17 17:24:31",130,186,0
"53767554","There is no dance floor. As per zomato it supposed to have live dj and dance floor but there were no such things. Food quality was not as good as expected. We ordered paneer makhan wala. Gravy was too sweet and paneer was stale..
Please check before going..",2,"2019-05-10 00:12:23",4,3,0
"38203419","Awesome food nd Ambience 
Must go place if you are staying nearby
They also have pub inside nd karaoke or other events going on 
Also the food served is good in quantity ",5,"2019-04-24 12:36:13",3,38,0
"32285196","We went last night to have couple of drinks after hectic schedule, this place is for the people who love to sit outdoor with good live music with Bollywoods....the service quality of drinjs was nice .",5,"2019-04-21 10:26:22",10,56,0
"4346691","This is a gem of a place in the busy hitech City,  love the live music that happens there on weekends. All the starters and main course are top class. No complaints here.  The waiters take extra care of you inside. So extra points there for sure. ",5,"2019-04-15 00:36:23",10,9,0
"607723","Very laid back staff. We ordered chilli toast and got the order served after half an hour. Just to toast a piece of bread they took 30 minutes literally. I had to follow up twice or thrice. The cocktail wasn’t better either. It tasted just like water with a hint of vodka. And I had to ask for sauces to go with the fish I ordered. No side fresh salads or sauces to go with the main. The fish tasted good, though it was slightly over cooked. They can improve their service levels to a great extent. And also their food. It somehow gave me a feeling that they didn’t bother about the customers. ",2,"2019-04-08 08:32:04",38,114,0
"2056986","I’ve been here for the new year party and it was fun. Moreover it was effordable. It’s a cozy place and the crowd is decent. Music is good and the food is good.",4,"2019-04-03 03:25:22",42,11,0
"61524279","Excellent food, great customer service. Verities of cocktails.. And verities of beverages.. Its an excellent place to weekend for get together with friends and family.. Bartenders are truly amazing with their services with a smile.. You will always remember Sonu and Anmol.. For their friendly nature with greatly handled customers.. Must visit place...For me I can hangout daily if possible... Again.. Great place to hang out with friends...",5,"2019-04-02 23:54:49",1,0,1
"45578961","I was there on Saturday night and they had a band performance as well. It was nice music, they were performing/playing Bollywood and sufi tracks. We seated outside because of band.Overall it is pocket friendly as well if you are a beer lover.",5,"2019-04-01 00:55:51",10,10,0
"10426881","Because Surbhi Garg didn't like
The food was served very very late.
Bad service. The guy says food will be served, but took 1 hr to serve. Not expected ",1,"2019-03-20 22:40:01",3,149,0
"20355097","Worst experience ever. They didn't serve food till 11. Pathetic music. Starters were cold. No one was there to serve drinks . It was a group event we all were very disappointing",1,"2019-03-20 22:36:35",3,36,0
"732971","Worst place ever. Came for a party. They did not serve food drinks. Arrogant staff. Not even one waiter in a team of 25 people. Music is pathetic. Ambience sucks!",1,"2019-03-20 22:23:57",5,129,0
"47397893","Visited on Sunday evening!
Surprisingly, it was quiet. 
But loved the ambiance.. 
It's quite spacious.
Had it been a lil more crowded, I'd have given 5*s
Overall, Thumbs Up!",4,"2019-03-05 09:19:21",2,14,0
"39432300","It is always a pleasure to go back ... the food seems to get better every time . The desserts specially are something to die for. This time we tried tiramisu and blueberry cheesecake. They were both so moist and melt in the mouth ",5,"2019-03-04 07:52:19",13,37,4
"192218","I keep going back to this place for the amazing service in terms of food and drinks both. The ambience is good and good to watch match as well. They have indoor as well as outdoor seating. They have a small attic area as well which can be booked for private parties. ",4,"2019-03-01 20:13:24",23,135,2
"27743512","The food over here is good. There are lot of drinks from menu which is not available. Moreover they charge wrongly, increasing the count of items you ordered.",1,"2019-02-20 13:13:54",7,76,0
"1350872","Always good to visit this place. Amazing deserts, great ambience, awesome staff.. Suggested best try is- blue berry Cheesecake. Don't miss the sign on washroom entrance..",5,"2019-02-17 23:40:00",80,248,0
"16515184","Great food, good ambience and decent seating. Decent service and good for team get together and celebrations.
Love the Water Chestnut starter",4,"2019-02-16 12:37:27",29,11,0
"29086628","The most f*****g experience I have had at this place .. service is super pathetic. Their waiters act like a bunch of jokers. For every order and drink you need to run after them. Will never advise any one to visit this place. ",1,"2019-02-16 09:17:18",2,0,0
"5859781","and this place iss just marvelous. perfct dining place and causal louge place both maintained differently had totally diff experience
food 4/5
amibence 4/5
bar 3/5
service 4/5
hospitality 2/5
good relaxing place and outdoor sittin is pathetic",4,"2019-02-15 18:49:39",122,1201,0
"46475011","Great ambience and food.
Staff is welcoming and friendly.
Good music. Overall a nice experience.
We ordered garlic naan, palak paneer lahsooni and chapatis (being with a vegetarian friend) . Food was amazing in taste and quantity .",5,"2019-02-10 13:50:00",9,13,0
"15824534","Had been to this place on a weekend. Amazing ambience. Staff and service was the best I have seen anywhere. They were very prompt, courteous, jovial. Great choice of food and beverages. Overall it was a delightful and amazing experience. DJ was amazing.
Food - 5/5
Ambience - 5/5
Service- 5/5**
Would definitely visit this place again and would recommend as well. 
Last but not the least, the price was very reasonable.",5,"2019-02-03 05:52:11",53,286,3
"47718788","Been there a number of times and absolutely no issues any time. I love the ambience, especially the couches on the mezzanine floor. Drinks are made well and food is generally good.",5,"2019-01-29 22:04:46",3,9,0
"31063052","Went this place for my friends birthday,although it was weekday so crowd won't be that loud. I found this place ok for chill out not much happening as well. We sat outside in open area which was good, also it was but chiller that day so moonsoon was really awesome. Now coming to food and other stuffs. As I am complete vegeterain one incident happened that day like we ordered two veg pizzas there and confimed the ordered twice to waiter..first pizza was correct and good but second pizza we told him to get it after some time.as.he served there was topping on pizza which was looking like carrot,but as I had some confusion with that thing,I closely looked and saw it was not veg , I told to re-confirm in kitchen so it came out to be non-veg it was pork or something like that. I was very dissapoint with the management and post that no came to feel sorry as well with wrong that giving on our plates. I was totally disappoint with instance giving low rating and also very bad experience. For other thing i ordered the food was good.",2,"2019-01-26 10:29:09",38,957,0
"53503684","Super fun place to enjoy with friends and party prices are Fair not so  high  not so low good 
I enjoyed everything  form food to drinks to songs nice live music and musicians are good though 🥂🥂🍺🍺🍹🍹🍻🍻",5,"2019-01-24 18:08:27",8,8,0
"37207668","The Bar is very good i this is my 2nd visit i had Amritsari bhatti the murgh .
I came with my friend that was my friend recommend but is was very good .
Mr.Abijit was very polalit and his behaviour was excellent.
I'll definitely come with friends.
Thanks Abijit.",5,"2019-01-21 22:34:36",3,14,0
"30035617","My evening watering hole while at Holiday Inn in Hyderabad. Good pizza, and a decent selection of drinks. The music is okay, tends to get a bit too loud later, but there's always the outside seating for the quiet-ears.",4,"2019-01-10 15:44:50",22,71,0
"35265709","It was nice and Happening place. The crowd is nice. Food is 3/5, Ambience is 4/5, service is 4.5/5. Over all a perfect weekend (or even mid week) party place.",4,"2019-01-06 16:08:46",14,12,0
"16183714","This place is perfect for party for weekends and weekdays. Love for music and alcohol / food. So delighted by the service from Mr Avijit Bag. Will definitely visit this place again. ",5,"2019-01-05 19:59:59",2,32,4
"53622997","it is nice place to chill with friends and family,
the food and their hospitality was so nice and it would give a different experience for you. ",4,"2018-12-29 10:57:58",3,34,0
"13291","Lovely Drinks with tastefully done interiors and a garden sitout outside makes it our go to place on weekends. We had the ginger fish and spread my fish and both were made well .",4,"2018-12-24 11:55:42",117,560,0
"58708428","Komatose is such wonderful place to chilled out. I have been visited here lot of times. The atmosphere and interior is excellent and live music with dance floor.taste of food is excellent.
The bartender sonu was always ready to give good customer service with nice smilimg face.he always suggest to drink new cocktails made by him with excellent flavours.the staff also very courteous.big kodus to service staff. Really you people are awesome.
Specially thanks to super star Sonu and another bartender. I forgot that guy name. iam sorry for that. And thanks for all the service staff.. hats off chefs for awasome taste of food.
Thanks team komatose
Regards
Vilas Reddy",5,"2018-12-12 03:49:00",1,0,0
"2284812","The things which impressed me was the the cocktails based on seven sins. The ambience is calm and soothing for people who don’t like bustle in a bar.
‘It’s not a bar for partying, it’s bar to chilling’",4,"2018-12-11 14:36:58",93,766,2
"16530610","Worst place and worst service.. without any prior intimation they stopped taking orders.. for a crispy corn they took 1 hour.. will never recommend this place.. ",1,"2018-12-05 16:49:22",1,0,0
"1530884","The dj isn't great. There wasn't much crowd though it was a weekend. The drinks are just fine. Service is good. Dj and ambience have to be improved a lot.",2,"2018-12-02 13:46:17",19,10,0
"14171481","I was staying at holiday inn for one month, so this is the place where I had my first party in Hyderabad, so this place will remain always special to me. Also we had many team parties over here.
They have 'Drunch' on Saturday and Sunday , it's like unlimited drinks and starters. Also on weekdays they have karaoke and live music. One of the good party place in gacchibowli. They even have outside seating area.
Overall a perfect party place!!! ",4,"2018-11-30 20:32:31",32,143,0
"758276","Will recommend this place for Friday after-office parties. The Hummas and Pita bread here is just heaven. Also, the crispy corn is just yummy.",4,"2018-11-25 17:03:39",4,110,0
"576535","Felt like i was attending a marriage reception on a saturday night. This place has changed quite a lot over the years or maybe the timing was not right!",2.5,"2018-11-25 02:35:01",4,2,0
"45244380","Such an amazing place definitely a 5 rated 🤩🤩
There is indoor and outdoor seating . The outdoor seating was too good . As we have been here during evening the cool breeze was soothing . 
The service is quick n fast and the staff was very friendly .
We have ordered chilli chicken , onion rings , pizza , fish fingers all are equally delicious . 
Ambience :4/5
Service : 5/5
Food : 5/5
Drinks : 4/5
Must try : pizza , fish fingers",5,"2018-11-16 12:02:16",46,59,6
"41653334","We are visited komatose Holiday Inn inn Express
My small party nice place nice ambience live music good food was excellent nice service staff very friendly we enjoyed hangout party fully awesome",5,"2018-10-30 13:05:14",11,4841,2
"27670852","Excellent food n drinks....amazing atmosphere...loved it.i had opted for buffet with drinks.....would have loved to have a bigger dance floor.",5,"2018-10-25 20:09:11",17,91,0
"27924980","The bar ambiance is good. We ordered chilli broccoli and that had mix of broccoli and cauliflower. Broccoli was tasty!! 
It is at the outer area so there was problem for booking a cab also at 8:30 pm while returning ",2,"2018-10-20 07:29:08",29,15,0
"271920","We went there yesterday and as usual they did not have many foreign beers present but mentioned in menu. 
Second they provided custom menu for Zomato gold and asked to get free drink only from that menu. Zomato gold and this restaurant is not good as they keep changing conditions and we customers suffer. Zomato says you can get free dish from complete menu and manager said no we can only give free dish from custom small menu",2,"2018-10-19 14:43:58",19,54,0
