"UserId","Review Text","Rating","Time","Reviews Count","Followers Count","Photos Count"
"37165508","Good food and great service! Suhail was super helpful in helping us figure out what to order. The sizzlers were great and the drinks were good too. ",5,"2019-05-12 23:09:45",6,8,0
"131848","A good variety of menu especially for vegetarians. The wide variety confuses what to choose, but Suhail just makes it easy. He understands the taste the customer wants and suggests the dishes. The recommendation by him was Vegetable sizzler and a Mushroom and Cheese sizzler. The mushrooms were really seasoned well and had a great after taste. Highly recommended for Mushroom lovers!!. My friend and I are really happy and satisfied with the food and service. Kindly do come to this place. Best place to have sizzlers in Hyderabad. And when in doubt, always ask Suhail. ",5,"2019-05-12 22:03:32",3,2,0
"1308988","This place is co-existing with Shanghai Chef another chinese chain..its nothing like,if you been to any other Kobe chain . sizzler is overpriced for ambience. Restaurant is under staffed effecting service. Two franchisee in same retaurant dilutes brand of each.
Only good part is food taste, lives up to Kobe standard. Vegeterian ok. ",2,"2019-05-12 02:39:07",69,66,0
"2985206","Its the fame of Film Nagar Kobe sizzlers that bought me here. This is a little confusing place to begin with as they share the space with Shanghai Chef. As a result, it is crowded and a good ambience is out of the window. Be very mindful about the parking limitations as the street where the restaurant is located is very narrow and crowded at night.
The food was rather not up to mark. We ordered two sizzlers and neither matched our expectations. Add that to the relatively slow (not unbearable) service. In short, not that great of an experience. Sorry to say, but not coming back here. ",3,"2019-05-11 23:09:10",14,5,1
"69354023","The Veg Sizzler here is just above average. Didn’t really like the noodles in the sizzler, rice option is still better. Don’t really know about the non-veg options.",3,"2019-05-11 22:15:06",2,1,0
"659713","I just loved the food here. We were a group of 8, is I almost tasted most of the sizzlers and trust me all of them are unique and good. Every one of us liked the food. But the ambience is something which is not good. It is in the Shanghai Chef restuarant itself and due to low maintenance the place looks very very average. Would be better if they improve it. ",4,"2019-05-11 13:44:48",56,317,0
"34814235","It is worst in handling the payment modes, every time I visit this restaurant making issue in payment. Before coming here check with paymodes with staff and visti",1,"2019-05-10 13:49:42",2,3,0
"35331964","The starters are too good.Being vegetetian, I found lot of options for veg food. I tried starters like Singapore paneer,crispy corn,honey chilli potato.sizzlers are not one of the best but worth a try. Overall very good tasty food outlet for sizzler and Chinese food.",5,"2019-04-23 22:45:03",1,1,0
"10415171","The ambience is normal dine in. Not much great ambience. It is pocket friendly place and the Chinese is good. the sizzler tastes not that great. Also the rice was over cooked.",2,"2019-04-22 12:41:39",18,22,0
"52977930","Loved this place. Tasty food and awesome sizzlers..Ambience is very good. I would like to thank owner Cum chef Suhail for his suggestions on must try dishes at Kobe...",5,"2019-04-18 23:32:22",2,1,1
"30771454","The restaurant is located in a busy place Vinayak Nagar , Gachibowli.
They have collaborated with Shanghai chef recently.
The place is small with limited seating so it's better to reserve a table in weekends before a visit. The ambience is okayish.
We ordered Toridiango and Hokkaido chicken sizzler with noodles.
Even though the preparation of the patty, french fries and veggies were good in sizzlers, the noodles was very bland spoiling the taste of the whole sizzler. Both the sizzlers needed seasoning.
However kobe sizzler is well famous. Would maybe try with rice next time but they need to improve with their sizzler preparation with noodles.",3,"2019-04-15 00:54:25",29,72,1
"32509115","And Finally, Kobe Sizzler is here in Cyberabad.
I had been dying for a good Sizzler place to open up in this part of the city.
Kobe Sizzler is as good as it gets here in the city.
Being a national brand, they do maintain good standards.
I tried their crab meat soup, the Kobe Special Chicken Sizzler, Lamb Shashlik sizzler and a Veg sizzler.
The soup and both the Non-veg Sizzlers very quite good.
The shashlik was perfect. The lamb meat balls were divine.
My vegetarian friends however were not very impressed. So, maybe they can improve on their Vegetarian menu.
But, I personally had a very good experience, eating at Kobe.",5,"2019-04-12 12:33:10",117,980,3
"33851177","Overall nice experience. Not the best sizzler that I have had but decent enough. Well priced.. daarsan was a new thing for me and i liked it well. Courteous staff. Good decor. ",4,"2019-04-11 14:24:34",74,63,2
"34691479","Just awesome.. Sizzlers have the same taste as of Film Nagar branch and simply loved it.. Due to some service issue, the owner Mr. Suhail came to our seat and made sure we are served properly. Kudos to Kobe Sizzlers!!",4,"2019-04-07 20:05:09",88,187,0
"29973853","Sizzlers were pretty good. However, the paneer starter we ordered wasn't up to the mark. Will have to raise the bar a bit if it has to come at the top sizzler serving restaurants.",4,"2019-04-06 18:10:48",25,5,0
"16100018","I went in with 10 of my friends and had a blast. The Sizzler's were amazing! The hospitality was great. Suhail was a great host and personally looked after our requests.
And To be honest after ordering mindlessly, we had a lavish dinner under budget. Totally worth it.
They can probably improve on the Ambience!
Other than that, a really good place.",5,"2019-04-06 13:25:50",78,510,0
"16012287","I have tried Kobe's sizzled previously at Bangalore, and this was my first visit to Hyderabad branch.
Although I ordered veg sizzler(Never my first choice though in sizzler) and Honey chilli potato, however, I must commend the chef, as my taste buds were satisfied.
Good service ( though it could have been faster therefore only 4 stars).
Plus point for IPL fans, they are streaming the matches also on a big projector.
Enjoy...",4,"2019-04-05 21:46:15",19,83,0
"29821442","Kobe sizzler isn't new to me! But it's new in hyderabad. Good interior, quick service.. Decent price! Sizzlers were tasty. But I wouldn't say best sizzler I have ever tasted. It could have been better. Daarshan was good though.. Overall, nice experience! ",4,"2019-04-05 13:42:43",187,2858,4
